"Posicion","Nombre_Columna"
2411,"neutrophil.chemotaxis"
2412,"neutrophil.activation"
2413,"protein.autophosphorylation"
2414,"translational.frameshifting"
2415,"positive.regulation.of.translational.elongation"
2416,"positive.regulation.of.translational.termination"
2417,"ATP.metabolic.process"
2418,"phosphatidylinositol.3.kinase.binding"
2419,"pyruvate.dehydrogenase..acetyl.transferring..activity"
2420,"acetyl.CoA.biosynthetic.process.from.pyruvate"
2421,"bone.remodeling"
2422,"pre.mRNA.branch.point.binding"
2423,"aspartate.tRNA.ligase.activity"
2424,"aspartyl.tRNA.aminoacylation"
2425,"tRNA.splicing..via.endonucleolytic.cleavage.and.ligation"
2426,"myosin.binding"
2427,"desmosome.assembly"
2428,"catenin.complex"
2429,"alpha.catenin.binding"
2430,"mast.cell.migration"
2431,"tropomyosin.binding"
2432,"pointed.end.actin.filament.capping"
2433,"proton.transporting.two.sector.ATPase.complex..catalytic.domain"
2434,"methotrexate.transmembrane.transporter.activity"
2435,"methotrexate.transport"
2436,"succinate.semialdehyde.dehydrogenase..NAD.P....activity"
2437,"gamma.aminobutyric.acid.catabolic.process"
2438,"regulation.of.lipid.catabolic.process"
2439,"mitochondrial.intermembrane.space"
2440,"copper.ion.transport"
2441,"copper.chaperone.activity"
2442,"nicotinate.phosphoribosyltransferase.activity"
2443,"nicotinate.nucleotide.salvage"
2444,"division.septum.assembly"
2445,"membrane.protein.ectodomain.proteolysis"
2446,"dopamine.binding"
2447,"L.DOPA.binding"
2448,"L.tyrosine.binding"
2449,"anterior.posterior.pattern.specification"
2450,"embryonic.organ.development"
2451,"interleukin.1.receptor.activity"
2452,"DNA.topoisomerase.type.I..single.strand.cut..ATP.independent..activity"
2453,"DNA.topological.change"
2454,"immune.response.regulating.signaling.pathway"
2455,"B.cell.activation"
2456,"G.protein.coupled.purinergic.nucleotide.receptor.signaling.pathway"
2457,"G.protein.coupled.purinergic.nucleotide.receptor.activity"
2458,"phospholipase.C.activity"
2459,"acrosome.reaction"
2460,"phosphatidylinositol.metabolic.process"
2461,"xenobiotic.transmembrane.transport"
2462,"antiporter.activity"
2463,"melanosome.transport"
2464,"ferroxidase.activity"
2465,"hyaluronan.catabolic.process"
2466,"dsRNA.transport"
2467,"RNA.transmembrane.transporter.activity"
2468,"L.serine.biosynthetic.process"
2469,"phosphoribosylamine.glycine.ligase.activity"
2470,"purine.nucleobase.biosynthetic.process"
2471,"glycine.binding"
2472,"transmitter.gated.monoatomic.ion.channel.activity"
2473,"cell.cell.signaling"
2474,"vasoactive.intestinal.polypeptide.receptor.activity"
2475,"isopentenyl.diphosphate.delta.isomerase.activity"
2476,"glycoprotein.N.acetylgalactosamine.3.beta.galactosyltransferase.activity"
2477,"negative.regulation.of.cytoplasmic.mRNA.processing.body.assembly"
2478,"P.body.assembly"
2479,"UDP.glucuronate.decarboxylase.activity"
2480,"negative.regulation.of.N.terminal.protein.palmitoylation"
2481,"L.malate.dehydrogenase..NAD...activity"
2482,"glycerol.3.phosphate.dehydrogenase..FAD..complex"
2483,"glycerol.3.phosphate.catabolic.process"
2484,"lactation"
2485,"nuclear.receptor.binding"
2486,"response.to.estradiol"
2487,"nuclear.glucocorticoid.receptor.binding"
2488,"estrous.cycle"
2489,"positive.regulation.of.centrosome.duplication"
2490,"bicarbonate.transport"
2491,"cellular.response.to.estrogen.stimulus"
2492,"polyamine.biosynthetic.process"
2493,"X1.4.alpha.oligoglucan.phosphorylase.activity"
2494,"pyrimidine.nucleobase.metabolic.process"
2495,"pyrimidine.nucleoside.metabolic.process"
2496,"prenylcysteine.oxidase.activity"
2497,"prenylcysteine.catabolic.process"
2498,"phosphoglycerate.mutase.activity"
2499,"regulation.of.leukocyte.chemotaxis"
2500,"regulation.of.angiogenesis"
2501,"mitochondrial.translation"
2502,"X6.phosphofructo.2.kinase.activity"
2503,"fructose.metabolic.process"
2504,"tRNA.guanosine.34..queuine.transglycosylase.activity"
2505,"queuosine.biosynthetic.process"
2506,"caveola"
2507,"IMP.cyclohydrolase.activity"
2508,"phosphoribosylaminoimidazolecarboxamide.formyltransferase.activity"
2509,"purine.nucleotide.biosynthetic.process"
2510,"C.X3.C.chemokine.receptor.activity"
2511,"ADP.binding"
2512,"cysteine.biosynthetic.process.from.serine"
2513,"dendrite"
2514,"dendrite.morphogenesis"
2515,"clathrin.coated.vesicle"
2516,"ferric.chelate.reductase.activity"
2517,"response.to.iron.ion"
2518,"brush.border.membrane"
2519,"sperm.capacitation"
2520,"oxytocin.receptor.activity"
2521,"vasopressin.receptor.activity"
2522,"interleukin.1..type.II..blocking.receptor.activity"
2523,"insulin.like.growth.factor.receptor.binding"
2524,"response.to.L.arginine"
2525,"chemokine.receptor.activity"
2526,"stress.granule.assembly"
2527,"interleukin.5.receptor.binding"
2528,"npBAF.complex"
2529,"protein.kinase.A.regulatory.subunit.binding"
2530,"peptidyl.arginine.N.methylation"
2531,"interleukin.1.receptor.antagonist.activity"
2532,"homogentisate.1.2.dioxygenase.activity"
2533,"L.phenylalanine.catabolic.process"
2534,"tyrosine.metabolic.process"
2535,"acetyl.CoA.carboxylase.activity"
2536,"acetyl.CoA.carboxylase.complex"
2537,"developmental.process"
2538,"phototransduction"
2539,"photoreceptor.activity"
2540,"epithelial.cell.morphogenesis"
2541,"ribonuclease.P.activity"
2542,"oxidoreductase.activity..acting.on.paired.donors..with.incorporation.or.reduction.of.molecular.oxygen..another.compound.as.one.donor..and.incorporation.of.one.atom.of.oxygen"
2543,"melanosome.membrane"
2544,"melanin.biosynthetic.process"
2545,"regulation.of.striated.muscle.contraction"
2546,"adenosylhomocysteinase.activity"
2547,"X2..3..cyclic.nucleotide.3..phosphodiesterase.activity"
2548,"cyclic.nucleotide.catabolic.process"
2549,"negative.regulation.of.DNA.replication"
2550,"negative.regulation.of.cell.cycle"
2551,"G.protein.coupled.enkephalin.receptor.activity"
2552,"response.to.amphetamine"
2553,"developmental.process.involved.in.reproduction"
2554,"dendrite.development"
2555,"actin.filament.depolymerization"
2556,"cortical.actin.cytoskeleton"
2557,"D2.dopamine.receptor.binding"
2558,"response.to.prostaglandin.E"
2559,"response.to.antidepressant"
2560,"dendritic.spine.neck"
2561,"dendritic.spine.head"
2562,"male.mating.behavior"
2563,"reproductive.system.development"
2564,"cellular.response.to.morphine"
2565,"cellular.response.to.epidermal.growth.factor.stimulus"
2566,"cellular.response.to.estradiol.stimulus"
2567,"response.to.clozapine"
2568,"cellular.response.to.peptide"
2569,"protein.localization.to.actin.cytoskeleton"
2570,"positive.regulation.of.protein.localization.to.actin.cortical.patch"
2571,"response.to.kainic.acid"
2572,"response.to.L.phenylalanine.derivative"
2573,"protein.localization.to.cell.periphery"
2574,"cytoplasmic.side.of.dendritic.spine.plasma.membrane"
2575,"regulation.of.opioid.receptor.signaling.pathway"
2576,"positive.regulation.of.DNA.templated.transcription..elongation"
2577,"paranode.region.of.axon"
2578,"Schmidt.Lanterman.incisure"
2579,"N.methyltransferase.activity"
2580,"glucosamine.6.phosphate.deaminase.activity"
2581,"N.acetylglucosamine.metabolic.process"
2582,"intracellularly.cyclic.nucleotide.activated.monoatomic.cation.channel.activity"
2583,"toll.like.receptor.6.signaling.pathway"
2584,"T.helper.1.type.immune.response"
2585,"detection.of.diacyl.bacterial.lipopeptide"
2586,"HAUS.complex"
2587,"ossification"
2588,"proton.transporting.ATP.synthase.complex..coupling.factor.F.o."
2589,"monoatomic.ion.homeostasis"
2590,"glycerophosphocholine.cholinephosphodiesterase.activity"
2591,"dCMP.deaminase.activity"
2592,"pyrimidine.nucleotide.metabolic.process"
2593,"TOR.signaling"
2594,"X2.3.dihydro.2.3.dihydroxybenzoate.dehydrogenase.activity"
2595,"siderophore.biosynthetic.process"
2596,"tryptophan.2.3.dioxygenase.activity"
2597,"tryptophan.catabolic.process.to.kynurenine"
2598,"MyD88.independent.toll.like.receptor.signaling.pathway"
2599,"positive.regulation.of.chemokine.production"
2600,"toll.like.receptor.3.signaling.pathway"
2601,"response.to.exogenous.dsRNA"
2602,"positive.regulation.of.inflammatory.response"
2603,"regulation.of.mitotic.metaphase.anaphase.transition"
2604,"sodium.dependent.phosphate.transport"
2605,"toll.like.receptor.1.signaling.pathway"
2606,"macrophage.activation"
2607,"detection.of.triacyl.bacterial.lipopeptide"
2608,"rough.endoplasmic.reticulum"
2609,"LIM.domain.binding"
2610,"transmembrane.receptor.protein.serine.threonine.kinase.activity"
2611,"cellular.response.to.stress"
2612,"negative.regulation.of.coagulation"
2613,"vitamin.D.binding"
2614,"vitamin.transport"
2615,"retromer.complex"
2616,"eukaryotic.initiation.factor.4G.binding"
2617,"collagen.binding"
2618,"ribosomal.large.subunit.export.from.nucleus"
2619,"ribosomal.large.subunit.biogenesis"
2620,"intramolecular.phosphotransferase.activity"
2621,"lipoate.synthase.activity"
2622,"nucleoside.kinase.activity"
2623,"negative.regulation.of.signal.transduction"
2624,"protein.linear.deubiquitination"
2625,"nuclear.glucocorticoid.receptor.activity"
2626,"glucocorticoid.mediated.signaling.pathway"
2627,"preribosome..small.subunit.precursor"
2628,"Golgi.vesicle.transport"
2629,"coproporphyrinogen.oxidase.activity"
2630,"porphyrin.containing.compound.biosynthetic.process"
2631,"protein.serine.threonine.tyrosine.kinase.activity"
2632,"chromosome.separation"
2633,"chitinase.activity"
2634,"chitin.catabolic.process"
2635,"regulation.of.neuron.projection.development"
2636,"endoderm.development"
2637,"polarity.specification.of.anterior.posterior.axis"
2638,"polarity.specification.of.proximal.distal.axis"
2639,"establishment.of.animal.organ.orientation"
2640,"phosphoribosylaminoimidazolesuccinocarboxamide.synthase.activity"
2641,"neuropeptide.hormone.activity"
2642,"negative.regulation.of.actin.filament.polymerization"
2643,"cyclin.dependent.protein.serine.threonine.kinase.regulator.activity"
2644,"transcription.factor.TFIIK.complex"
2645,"phosphate.ion.transmembrane.transport"
2646,"adenyl.nucleotide.exchange.factor.activity"
2647,"alpha.1.3.mannosylglycoprotein.4.beta.N.acetylglucosaminyltransferase.activity"
2648,"corticotropin.releasing.hormone.binding"
2649,"toll.like.receptor.10.signaling.pathway"
2650,"male.germ.cell.proliferation"
2651,"seminiferous.tubule.development"
2652,"negative.regulation.of.serine.type.endopeptidase.activity"
2653,"hydroxymethylglutaryl.CoA.reductase..NADPH..activity"
2654,"coenzyme.A.metabolic.process"
2655,"hydroxymethylglutaryl.CoA.synthase.activity"
2656,"thrombin.activated.receptor.activity"
2657,"thrombin.activated.receptor.signaling.pathway"
2658,"cohesin.complex"
2659,"positive.regulation.of.G2.M.transition.of.mitotic.cell.cycle"
2660,"transverse.filament"
2661,"male.germ.cell.nucleus"
2662,"protein.localization.to.chromosome"
2663,"cytoplasmic.stress.granule"
2664,"prenyltransferase.activity"
2665,"regulation.of.chondrocyte.differentiation"
2666,"regulation.of.store.operated.calcium.entry"
2667,"opioid.peptide.activity"
2668,"DNA.topoisomerase.type.II..double.strand.cut..ATP.hydrolyzing..activity"
2669,"phosphatidylinositol.4.5.bisphosphate.4.phosphatase.activity"
2670,"regulation.of.axon.extension"
2671,"gamma.tubulin.binding"
2672,"calcium.ion.homeostasis"
2673,"phospholipid.transport"
2674,"T.cell.receptor.V.D.J.recombination"
2675,"X.heparan.sulfate..glucosamine.N.sulfotransferase.activity"
2676,"peripheral.nervous.system.myelin.maintenance"
2677,"PML.body"
2678,"phosphate.transmembrane.transporter.activity"
2679,"phosphate.ion.transport"
2680,"phosphatidylinositol.3.kinase.complex"
2681,"phosphatidylinositol.3.kinase.regulator.activity"
2682,"CHRAC"
2683,"X5..3..DNA.exonuclease.activity"
2684,"cholesterol.transport"
2685,"platelet.derived.growth.factor.beta.receptor.activity"
2686,"platelet.derived.growth.factor.receptor.beta.signaling.pathway"
2687,"membrane.organization"
2688,"positive.regulation.of.telomere.maintenance.via.telomerase"
2689,"proton.transporting.V.type.ATPase..V0.domain"
2690,"all.trans.retinol.dehydrogenase..NADP...activity"
2691,"RNA.polymerase.III.complex"
2692,"transcription.by.RNA.polymerase.III"
2693,"transcription.export.complex.2"
2694,"DUBm.complex"
2695,"phosphodiesterase.I.activity"
2696,"dinucleotide.phosphatase.activity"
2697,"peptide.methionine..S..S.oxide.reductase.activity"
2698,"ornithine.decarboxylase.activator.activity"
2699,"tRNA.guanylyltransferase.activity"
2700,"ganglioside.catabolic.process"
2701,"arginine.tRNA.ligase.activity"
2702,"arginyl.tRNA.aminoacylation"
2703,"phosphatidylinositol.phosphate.phosphatase.activity"
2704,"tRNA.5..leader.removal"
2705,"regulation.of.appetite"
2706,"intracellular.calcium.ion.homeostasis"
2707,"glycerol.3.phosphate.metabolic.process"
2708,"glucose.6.phosphate.dehydrogenase.activity"
2709,"sphingolipid.delta.4.desaturase.activity"
2710,"ceramide.biosynthetic.process"
2711,"catecholamine.metabolic.process"
2712,"spliceosomal.tri.snRNP.complex.assembly"
2713,"U4.U6.x.U5.tri.snRNP.complex"
2714,"response.to.ischemia"
2715,"polyamine.binding"
2716,"positive.regulation.of.ATP.dependent.activity"
2717,"cellular.response.to.hepatocyte.growth.factor.stimulus"
2718,"vasodilation"
2719,"axon.terminus"
2720,"branching.morphogenesis.of.an.epithelial.tube"
2721,"positive.regulation.of.positive.chemotaxis"
2722,"fat.pad.development"
2723,"cellular.response.to.vitamin.D"
2724,"cellular.response.to.glucose.stimulus"
2725,"cellular.response.to.low.density.lipoprotein.particle.stimulus"
2726,"response.to.fibroblast.growth.factor"
2727,"interleukin.12.receptor.binding"
2728,"positive.regulation.of.mononuclear.cell.proliferation"
2729,"interleukin.12.beta.subunit.binding"
2730,"interleukin.12.complex"
2731,"luteinizing.hormone.receptor.activity"
2732,"luteinizing.hormone.signaling.pathway"
2733,"intracellularly.ATP.gated.chloride.channel.activity"
2734,"regulation.of.dopamine.secretion"
2735,"antifungal.humoral.response"
2736,"peptide.hormone.processing"
2737,"iron.ion.transmembrane.transporter.activity"
2738,"iron.ion.transmembrane.transport"
2739,"tyrosine.3.monooxygenase.activity"
2740,"MHC.class.II.protein.binding"
2741,"netrin.receptor.activity"
2742,"growth.hormone.releasing.hormone.activity"
2743,"striated.muscle.tissue.development"
2744,"procollagen.lysine.5.dioxygenase.activity"
2745,"tRNA.dihydrouridine.synthesis"
2746,"tRNA.dihydrouridine.synthase.activity"
2747,"mechanosensitive.monoatomic.ion.channel.activity"
2748,"eukaryotic.initiation.factor.4E.binding"
2749,"calcium.sodium.antiporter.activity"
2750,"regulation.of.cytokinesis"
2751,"sucrose.proton.symporter.activity"
2752,"sucrose.transport"
2753,"squalene.monooxygenase.activity"
2754,"alpha1.adrenergic.receptor.activity"
2755,"regulation.of.cardiac.muscle.contraction"
2756,"beta.endorphin.receptor.activity"
2757,"galactoside.2.alpha.L.fucosyltransferase.activity"
2758,"parathyroid.hormone.receptor.activity"
2759,"acetyltransferase.activity"
2760,"hydroxypyruvate.isomerase.activity"
2761,"eukaryotic.translation.initiation.factor.4F.complex.assembly"
2762,"protein.polyglutamylation"
2763,"animal.organ.morphogenesis"
2764,"growth.factor.binding"
2765,"endothelial.cell.chemotaxis"
2766,"chondrocyte.development"
2767,"proteoglycan.biosynthetic.process"
2768,"myelination.in.peripheral.nervous.system"
2769,"protein.lipidation"
2770,"triglyceride.metabolic.process"
2771,"circadian.rhythm"
2772,"apolipoprotein.binding"
2773,"COPII.vesicle.coat"
2774,"nitric.oxide.mediated.signal.transduction"
2775,"guanylate.cyclase.complex..soluble"
2776,"ion.binding"
2777,"Hsp90.protein.binding"
2778,"proton.translocating.NAD.P...transhydrogenase.activity"
2779,"DNA.binding..bending"
2780,"calcineurin.NFAT.signaling.cascade"
2781,"negative.regulation.of.smooth.muscle.cell.differentiation"
2782,"CoA.transferase.activity"
2783,"dihydrolipoyllysine.residue.acetyltransferase.activity"
2784,"pyruvate.dehydrogenase.complex"
2785,"cytokine.binding"
2786,"kinesin.II.complex"
2787,"dentate.gyrus.development"
2788,"dorsal.ventral.neural.tube.patterning"
2789,"intraciliary.transport.particle"
2790,"epidermal.stem.cell.homeostasis"
2791,"positive.regulation.of.receptor.mediated.endocytosis"
2792,"neural.precursor.cell.proliferation"
2793,"dihydrolipoyl.dehydrogenase.activity"
2794,"structural.constituent.of.nuclear.pore"
2795,"orotate.phosphoribosyltransferase.activity"
2796,"orotidine.5..phosphate.decarboxylase.activity"
2797,"X.de.novo..pyrimidine.nucleobase.biosynthetic.process"
2798,"pyrimidine.nucleotide.biosynthetic.process"
2799,"X1.4.alpha.glucan.branching.enzyme.activity"
2800,"TFIIB.class.transcription.factor.binding"
2801,"protein.DNA.complex.assembly"
2802,"E.box.binding"
2803,"regulation.of.vascular.endothelial.growth.factor.signaling.pathway"
2804,"blood.vessel.remodeling"
2805,"C.C.chemokine.receptor.activity"
2806,"positive.regulation.of.monocyte.chemotaxis"
2807,"transferase.activity..transferring.alkyl.or.aryl..other.than.methyl..groups"
2808,"X3..5..RNA.exonuclease.activity"
2809,"rRNA.catabolic.process"
2810,"fucosyltransferase.activity"
2811,"negative.regulation.of.activation.of.membrane.attack.complex"
2812,"protein.depalmitoylation"
2813,"leukotriene.receptor.activity"
2814,"leukotriene.signaling.pathway"
2815,"endoplasmic.reticulum.Golgi.intermediate.compartment.organization"
2816,"autophagosome.maturation"
2817,"gastrin.receptor.activity"
2818,"phosphatidylinositol.3.phosphate.phosphatase.activity"
2819,"phosphatidylinositol.3.5.bisphosphate.3.phosphatase.activity"
2820,"chitin.binding"
2821,"AMP.deaminase.activity"
2822,"IMP.salvage"
2823,"activation.of.store.operated.calcium.channel.activity"
2824,"negative.regulation.of.transcription.by.RNA.polymerase.III"
2825,"methylosome"
2826,"pICln.Sm.protein.complex"
2827,"gamma.delta.T.cell.activation"
2828,"leukocyte.migration"
2829,"X6.pyruvoyltetrahydropterin.synthase.activity"
2830,"tetrahydrobiopterin.biosynthetic.process"
2831,"acetylcholine.receptor.binding"
2832,"protein.membrane.adaptor.activity"
2833,"glycerophosphodiester.phosphodiesterase.activity"
2834,"fibroblast.growth.factor.binding"
2835,"microspike.assembly"
2836,"superoxide.dismutase.copper.chaperone.activity"
2837,"glycogen.phosphorylase.activity"
2838,"sulfonylurea.receptor.activity"
2839,"protein.deacetylation"
2840,"Mo.molybdopterin.cofactor.biosynthetic.process"
2841,"molybdopterin.synthase.activity"
2842,"calcium.activated.phospholipid.scrambling"
2843,"mRNA.cleavage.factor.complex"
2844,"mRNA.3..end.processing"
2845,"ATP.dependent.polydeoxyribonucleotide.5..hydroxyl.kinase.activity"
2846,"ATP.dependent.polyribonucleotide.5..hydroxyl.kinase.activity"
2847,"Golgi.to.endosome.transport"
2848,"vesicle"
2849,"retrograde.transport..plasma.membrane.to.Golgi"
2850,"regulation.of.protein.transport"
2851,"oxidoreductase.activity..acting.on.the.CH.CH.group.of.donors..NAD.or.NADP.as.acceptor"
2852,"holo..acyl.carrier.protein..synthase.activity"
2853,"RNA.polymerase.transcription.factor.SL1.complex"
2854,"malate.dehydrogenase..decarboxylating...NAD...activity"
2855,"deoxyribose.phosphate.aldolase.activity"
2856,"deoxyribonucleotide.catabolic.process"
2857,"DNA.alkylation.repair"
2858,"regulation.of.neuron.differentiation"
2859,"cellular.response.to.heat"
2860,"positive.regulation.of.insulin.secretion.involved.in.cellular.response.to.glucose.stimulus"
2861,"regulation.of.canonical.Wnt.signaling.pathway"
2862,"regulation.of.neurotransmitter.secretion"
2863,"long.term.synaptic.potentiation"
2864,"alcohol.forming.very.long.chain.fatty.acyl.CoA.reductase.activity"
2865,"ATP.activated.inward.rectifier.potassium.channel.activity"
2866,"peptidyl.serine.phosphorylation"
2867,"muscle.organ.morphogenesis"
2868,"Atg1.ULK1.kinase.complex"
2869,"receptor.guanylyl.cyclase.signaling.pathway"
2870,"guanylate.cyclase.inhibitor.activity"
2871,"negative.regulation.of.guanylate.cyclase.activity"
2872,"positive.regulation.of.autophagy"
2873,"protein.import.into.peroxisome.membrane"
2874,"X3..5..cyclic.GMP.phosphodiesterase.activity"
2875,"MAP.kinase.tyrosine.serine.threonine.phosphatase.activity"
2876,"UDP.glucose.hexose.1.phosphate.uridylyltransferase.activity"
2877,"prostaglandin.F.receptor.activity"
2878,"transaldolase.activity"
2879,"regulation.of.neuronal.synaptic.plasticity"
2880,"purine.ribonucleoside.monophosphate.biosynthetic.process"
2881,"translation.release.factor.activity"
2882,"regulation.of.receptor.recycling"
2883,"positive.regulation.of.TOR.signaling"
2884,"positive.regulation.of.MAPK.cascade"
2885,"lytic.vacuole"
2886,"D.mannose.binding"
2887,"mannose.transmembrane.transporter.activity"
2888,"mannose.transmembrane.transport"
2889,"DNA.recombinase.assembly"
2890,"double.strand.break.repair.via.single.strand.annealing"
2891,"regulation.of.mitotic.cell.cycle.spindle.assembly.checkpoint"
2892,"regulation.of.type.B.pancreatic.cell.proliferation"
2893,"cellular.response.to.corticotropin.releasing.hormone.stimulus"
2894,"mitochondrial.cytochrome.c.oxidase.assembly"
2895,"protein.localization.to.bicellular.tight.junction"
2896,"oxidoreductase.activity..acting.on.the.aldehyde.or.oxo.group.of.donors..disulfide.as.acceptor"
2897,"endopeptidase.activity"
2898,"membrane.attack.complex"
2899,"hydroxymethylbilane.synthase.activity"
2900,"uracil.DNA.N.glycosylase.activity"
2901,"egg.activation"
2902,"piRNA.binding"
2903,"pantothenate.metabolic.process"
2904,"pantetheine.hydrolase.activity"
2905,"thiamine.diphosphokinase.activity"
2906,"thiamine.diphosphate.biosynthetic.process"
2907,"thiamine.binding"
2908,"dolichyl.phosphate.glucose.glycolipid.alpha.glucosyltransferase.activity"
2909,"dolichol.linked.oligosaccharide.biosynthetic.process"
2910,"RNA.polymerase.II.core.promoter.sequence.specific.DNA.binding"
2911,"transcription.coregulator.binding"
2912,"blastocyst.development"
2913,"bile.acid.biosynthetic.process"
2914,"heme.biosynthetic.process"
2915,"response.to.glucose"
2916,"embryonic.limb.morphogenesis"
2917,"endocrine.pancreas.development"
2918,"renal.D.glucose.absorption"
2919,"pronucleus"
2920,"D.glucose.import"
2921,"paraxial.mesoderm.formation"
2922,"microtubule.end"
2923,"cellular.response.to.ionizing.radiation"
2924,"calcium..potassium.sodium.antiporter.activity"
2925,"male.meiotic.nuclear.division"
2926,"FK506.binding"
2927,"trans.Golgi.network.membrane"
2928,"phagocytic.vesicle"
2929,"positive.regulation.of.DNA.templated.DNA.replication.initiation"
2930,"maintenance.of.protein.location.in.nucleus"
2931,"nucleotide.activated.protein.kinase.complex"
2932,"peptidyl.pyrromethane.cofactor.linkage"
2933,"thiocyanate.metabolic.process"
2934,"thiocyanate.peroxidase.activity"
2935,"N.acetylglucosamine.6.sulfatase.activity"
2936,"glycosaminoglycan.metabolic.process"
2937,"cytoplasmic.microtubule"
2938,"minor.groove.of.adenine.thymine.rich.DNA.binding"
2939,"regulation.of.cell.cycle.process"
2940,"cell.proliferation.in.forebrain"
2941,"pituitary.gland.development"
2942,"negative.regulation.of.intracellular.steroid.hormone.receptor.signaling.pathway"
2943,"somatic.stem.cell.population.maintenance"
2944,"negative.regulation.of.receptor.signaling.pathway.via.JAK.STAT"
2945,"negative.regulation.of.astrocyte.differentiation"
2946,"regulation.of.growth.hormone.secretion"
2947,"positive.regulation.of.stem.cell.proliferation"
2948,"hydrolase.activity..acting.on.acid.anhydrides..in.phosphorus.containing.anhydrides"
2949,"tumor.necrosis.factor.receptor.activity"
2950,"prostaglandin.metabolic.process"
2951,"mitochondrial.ribosome"
2952,"ESCRT.III.complex"
2953,"negative.regulation.of.vascular.endothelial.growth.factor.receptor.signaling.pathway"
2954,"reelin.mediated.signaling.pathway"
2955,"positive.regulation.of.actin.filament.depolymerization"
2956,"phosphorylase.kinase.activity"
2957,"phosphorylase.kinase.complex"
2958,"poly.A...mRNA.export.from.nucleus"
2959,"regulation.of.centriole.replication"
2960,"X2.polyprenyl.6.methoxy.1.4.benzoquinone.methyltransferase.activity"
2961,"positive.regulation.of.mitotic.centrosome.separation"
2962,"cellular.response.to.leptomycin.B"
2963,"axon.cytoplasm"
2964,"negative.regulation.of.sphingolipid.biosynthetic.process"
2965,"TRAIL.binding"
2966,"mammary.gland.alveolus.development"
2967,"hepatocyte.proliferation"
2968,"ammonia.lyase.activity"
2969,"primosome.complex"
2970,"acid.amino.acid.ligase.activity"
2971,"protein.tag.activity"
2972,"RISC.complex"
2973,"siRNA.processing"
2974,"pre.miRNA.processing"
2975,"siRNA.binding"
2976,"regulation.of.viral.transcription"
2977,"acyltransferase.activity..acyl.groups.converted.into.alkyl.on.transfer"
2978,"aspartate.carbamoyltransferase.activity"
2979,"carbamoyl.phosphate.synthase..glutamine.hydrolyzing..activity"
2980,"hydrolase.activity..acting.on.carbon.nitrogen..but.not.peptide..bonds..in.cyclic.amides"
2981,"vitamin.D.receptor.signaling.pathway"
2982,"negative.regulation.of.actin.filament.depolymerization"
2983,"monocarboxylic.acid.transmembrane.transporter.activity"
2984,"pyruvate.transmembrane.transport"
2985,"X5..flap.endonuclease.activity"
2986,"DNA.replication..Okazaki.fragment.processing"
2987,"thiamine.metabolic.process"
2988,"JAK.pathway.signal.transduction.adaptor.activity"
2989,"molybdate.ion.transmembrane.transporter.activity"
2990,"molybdate.ion.transport"
2991,"protein.kinase.activator.activity"
2992,"activation.of.protein.kinase.activity"
2993,"positive.regulation.of.mammary.gland.epithelial.cell.proliferation"
2994,"negative.regulation.of.neuron.apoptotic.process"
2995,"positive.regulation.of.receptor.signaling.pathway.via.JAK.STAT"
2996,"negative.regulation.of.extrinsic.apoptotic.signaling.pathway.in.absence.of.ligand"
2997,"lactose.synthase.activity"
2998,"lactose.biosynthetic.process"
2999,"glutamine.transport"
3000,"L.glutamine.transmembrane.transporter.activity"
3001,"heme.transmembrane.transporter.activity"
3002,"heme.transport"
3003,"endoplasmic.reticulum.lumen"
3004,"cannabinoid.receptor.activity"
3005,"cannabinoid.signaling.pathway"
3006,"ADP.biosynthetic.process"
3007,"AMP.metabolic.process"
3008,"positive.regulation.of.cell.growth"
3009,"acetylgalactosaminyltransferase.activity"
3010,"nBAF.complex"
3011,"negative.regulation.of.T.cell.antigen.processing.and.presentation"
3012,"type.III.intermediate.filament"
3013,"cerebellum.development"
3014,"NEDD8.activating.enzyme.activity"
3015,"protein.neddylation"
3016,"mannosyl.glycoprotein.endo.beta.N.acetylglucosaminidase.activity"
3017,"argininosuccinate.lyase.activity"
3018,"arginine.biosynthetic.process.via.ornithine"
3019,"single.stranded.RNA.binding"
3020,"mRNA.localization.resulting.in.post.transcriptional.regulation.of.gene.expression"
3021,"mRNA.modification"
3022,"apolipoprotein.B.mRNA.editing.enzyme.complex"
3023,"kinetochore.microtubule"
3024,"microtubule.plus.end.binding"
3025,"aorta.development"
3026,"response.to.diuretic"
3027,"stress.fiber.assembly"
3028,"cellular.response.to.fibroblast.growth.factor.stimulus"
3029,"cellular.response.to.copper.ion"
3030,"cellular.response.to.L.ascorbic.acid"
3031,"cellular.response.to.dexamethasone.stimulus"
3032,"cellular.response.to.transforming.growth.factor.beta.stimulus"
3033,"elastic.fiber"
3034,"protein.phosphatase.4.complex"
3035,"gamma.glutamyl.carboxylase.activity"
3036,"peptidyl.glutamic.acid.carboxylation"
3037,"negative.regulation.of.T.cell.receptor.signaling.pathway"
3038,"transferrin.receptor.activity"
3039,"transferrin.transport"
3040,"oxidative.RNA.demethylase.activity"
3041,"broad.specificity.oxidative.DNA.demethylase.activity"
3042,"regulation.of.multicellular.organism.growth"
3043,"RNA.repair"
3044,"phosphorelay.sensor.kinase.activity"
3045,"phosphorelay.signal.transduction.system"
3046,"type.IV.hypersensitivity"
3047,"positive.regulation.of.protein.binding"
3048,"activated.T.cell.proliferation"
3049,"positive.regulation.of.T.cell.costimulation"
